1111111111111111,0000000000000001,0000000000000011,1111111111111111,14,3
1111111111111111,0000000000000011,0000000000000100,0000000000000001,29,0
1111111111111111,0000000000000100,0000000000000101,0000000000000011,19,3
1111111111111111,0000000000000100,0000000000000100,0000000000000100,3,2
1111111111111111,0000000000000000,0000000000000100,0000000000000100,13,0
1111111111111111,0000000000000011,0000000000000101,0000000000000000,4,3
1111111111111111,1111111111111111,0000000000000010,0000000000000011,28,0
0000000000000011,0000000000000001,0000000000000100,1111111111111111,46,0
0000000000000100,0000000000000101,0000000000000010,0000000000000001,11,3
0000000000000101,0000000000000100,0000000000000001,0000000000000101,2,1
0000000000000100,0000000000000000,0000000000000100,0000000000000100,40,2
0000000000000100,0000000000000000,0000000000000000,0000000000000101,1,3
0000000000000101,0000000000000001,0000000000000011,0000000000000001,8,3
0000000000000010,1111111111111111,0000000000000000,0000000000000001,10,2
0000000000000100,0000000000000001,0000000000000000,1111111111111111,9,2
0000000000000010,0000000000000001,0000000000000000,0000000000000001,5,3
0000000000000001,0000000000000101,0000000000000011,0000000000000001,22,2
0000000000000100,0000000000000010,0000000000000001,0000000000000101,7,0
0000000000000011,0000000000000010,0000000000000000,0000000000000010,18,0
0000000000000011,0000000000000001,0000000000000001,0000000000000010,33,2
0000000000000010,1111111111111111,0000000000000000,0000000000000001,23,0
0000000000000010,0000000000000000,0000000000000000,1111111111111111,15,1
0000000000000000,0000000000000011,0000000000000001,0000000000000011,0,1
0000000000000011,0000000000000000,0000000000000000,0000000000000011,31,3
0000000000000001,0000000000000100,0000000000000000,0000000000000011,43,2
0000000000000000,0000000000000100,0000000000000101,0000000000000100,12,1
0000000000000001,0000000000000000,0000000000000101,0000000000000100,26,0
0000000000000010,1111111111111111,0000000000000001,0000000000000010,20,0
0000000000000100,0000000000000101,0000000000000100,1111111111111111,27,0
0000000000000001,0000000000000101,0000000000000011,0000000000000101,34,0
0000000000000101,0000000000000000,0000000000000010,0000000000000101,24,3
0000000000000100,0000000000000101,0000000000000011,0000000000000011,45,3
0000000000000101,0000000000000101,0000000000000000,0000000000000101,36,2
0000000000000101,0000000000000011,0000000000000100,0000000000000101,6,3
0000000000000001,1111111111111111,0000000000000000,0000000000000011,30,0
0000000000000100,0000000000000010,0000000000000010,1111111111111111,47,1
0000000000000011,0000000000000001,0000000000000000,0000000000000010,44,2
0000000000000010,0000000000000011,0000000000000000,0000000000000001,35,1
0000000000000011,0000000000000011,0000000000000010,0000000000000011,41,2
0000000000000100,0000000000000101,0000000000000101,0000000000000011,39,2
0000000000000100,0000000000000011,0000000000000010,0000000000000101,32,1
0000000000000100,1111111111111111,0000000000000010,0000000000000011,25,1
0000000000000010,0000000000000000,1111111111111111,1111111111111111,38,2
0000000000000001,0000000000000001,1111111111111111,0000000000000000,37,3
0000000000000010,0000000000000101,1111111111111111,0000000000000001,16,0
0000000000000010,0000000000000010,1111111111111111,0000000000000101,21,0
0000000000000101,0000000000000000,1111111111111111,0000000000000010,48,3
0000000000000010,0000000000000000,1111111111111111,0000000000000010,17,1
0000000000000010,1111111111111111,1111111111111111,0000000000000000,42,3
