4
1111111111111111,1111111111111111,0000000000000101,0000000000001100,0,0,0,0,0,0
0000000000000101,0000000000000110,0000000000000011,0000000000000111,0,0,0,1,0,0
1111111111111111,1111111111111111,0000000000000111,0000000000001101,0,0,0,2,0,0
0000000000000011,0000000000001000,0000000000000001,0000000000000010,0,0,0,3,0,0
0000000000000001,0000000000000010,1111111111111111,0000000000000100,0,0,0,0,1,0
0000000000000000,1111111111111111,1111111111111111,0000000000000010,0,0,0,1,1,0
1111111111111111,0000000000000011,0000000000000110,0000000000000111,0,0,0,2,1,0
0000000000000010,0000000000001001,0000000000000001,0000000000010000,0,0,0,3,1,0
0000000000001010,1111111111111111,0000000000001101,0000000000000100,0,0,0,0,2,0
0000000000001111,0000000000000110,0000000000001011,1111111111111111,0,0,0,1,2,0
0000000000001000,0000000000001111,1111111111111111,0000000000000000,0,0,0,2,2,0
0000000000000100,0000000000000110,0000000000000111,0000000000010000,0,0,0,3,2,0
1111111111111111,1111111111111111,0000000000001011,0000000000001110,0,0,0,0,3,0
1111111111111111,0000000000001010,0000000000000001,0000000000000101,0,0,0,1,3,0
1111111111111111,0000000000001100,0000000000001001,0000000000000100,0,0,0,2,3,0
0000000000001110,0000000000000101,0000000000000011,1111111111111111,0,0,0,3,3,0
