1111111111111111,0000000000001001,0000000000000011,1111111111111111,2,0
1111111111111111,0000000000001111,0000000000001010,0000000000001001,25,3
1111111111111111,0000000000000110,0000000000010101,0000000000001111,8,1
1111111111111111,0000000000010101,0000000000010010,0000000000000110,9,1
1111111111111111,0000000000001010,0000000000001011,0000000000010101,33,3
1111111111111111,1111111111111111,0000000000010100,0000000000001010,17,1
0000000000000011,0000000000010011,0000000000000100,1111111111111111,30,0
0000000000001010,0000000000000010,0000000000001000,0000000000010011,1,3
0000000000010101,0000000000001000,0000000000001011,0000000000000010,3,3
0000000000010010,0000000000010010,0000000000001100,0000000000001000,22,0
0000000000001011,0000000000001001,0000000000000100,0000000000010010,15,1
0000000000010100,1111111111111111,0000000000001100,0000000000001001,10,2
0000000000000100,0000000000000111,0000000000000011,1111111111111111,18,3
0000000000001000,0000000000010000,0000000000001001,0000000000000111,34,3
0000000000001011,0000000000001101,0000000000000111,0000000000010000,28,2
0000000000001100,0000000000001111,0000000000001110,0000000000001101,14,1
0000000000000100,0000000000000110,0000000000000010,0000000000001111,4,2
0000000000001100,1111111111111111,0000000000001111,0000000000000110,0,3
0000000000000011,0000000000000110,0000000000000101,1111111111111111,23,0
0000000000001001,0000000000000101,0000000000001010,0000000000000110,20,2
0000000000000111,0000000000001100,0000000000000101,0000000000000101,35,0
0000000000001110,0000000000000001,0000000000001110,0000000000001100,32,3
0000000000000010,0000000000010100,0000000000000000,0000000000000001,26,3
0000000000001111,1111111111111111,0000000000001101,0000000000010100,21,0
0000000000000101,0000000000001101,0000000000000000,1111111111111111,24,1
0000000000001010,0000000000010001,0000000000010011,0000000000001101,19,0
0000000000000101,0000000000000010,0000000000001110,0000000000010001,13,0
0000000000001110,0000000000001000,0000000000000011,0000000000000010,11,0
0000000000000000,0000000000010000,0000000000010000,0000000000001000,27,2
0000000000001101,1111111111111111,0000000000010001,0000000000010000,16,0
0000000000000000,0000000000001011,1111111111111111,1111111111111111,5,0
0000000000010011,0000000000000100,1111111111111111,0000000000001011,29,2
0000000000001110,0000000000000001,1111111111111111,0000000000000100,31,2
0000000000000011,0000000000000001,1111111111111111,0000000000000001,12,3
0000000000010000,0000000000000111,1111111111111111,0000000000000001,7,0
0000000000010001,1111111111111111,1111111111111111,0000000000000111,6,1
