7
0000000000000111,0000000000000010,0000000000000101,0000000000000011,0,0,0,0,0,0
0000000000000001,0000000000000101,0000000000000110,1111111111111111,0,0,0,1,0,0
0000000000000011,0000000000000001,0000000000000111,1111111111111111,0,0,0,2,0,0
0000000000000011,0000000000000010,0000000000000011,0000000000000001,0,0,0,3,0,0
0000000000000001,0000000000000000,0000000000000110,0000000000000110,0,0,0,4,0,0
0000000000000101,0000000000000001,0000000000000010,0000000000000101,0,0,0,5,0,0
0000000000000111,0000000000000100,0000000000000100,0000000000000001,0,0,0,6,0,0
0000000000000111,0000000000000000,0000000000000011,0000000000000101,0,0,0,0,1,0
0000000000000110,0000000000000001,0000000000000110,0000000000000001,0,0,0,1,1,0
0000000000000111,0000000000000100,0000000000000000,0000000000000000,0,0,0,2,1,0
0000000000000010,0000000000000100,0000000000000110,0000000000000111,0,0,0,3,1,0
0000000000000010,1111111111111111,0000000000000100,0000000000000001,0,0,0,4,1,0
0000000000000101,0000000000000001,0000000000000001,0000000000000110,0,0,0,5,1,0
0000000000000010,1111111111111111,0000000000000100,0000000000000011,0,0,0,6,1,0
0000000000000001,0000000000000101,0000000000000001,0000000000000111,0,0,0,0,2,0
1111111111111111,0000000000000010,0000000000000101,0000000000000111,0,0,0,1,2,0
0000000000000010,0000000000000110,0000000000000001,0000000000000011,0,0,0,2,2,0
0000000000000100,0000000000000111,0000000000000000,0000000000000101,0,0,0,3,2,0
0000000000000011,0000000000000100,0000000000000011,0000000000000000,0,0,0,4,2,0
1111111111111111,1111111111111111,0000000000000110,0000000000000100,0,0,0,5,2,0
1111111111111111,0000000000000001,0000000000000011,0000000000000101,0,0,0,6,2,0
1111111111111111,0000000000000000,0000000000000100,1111111111111111,0,0,0,0,3,0
0000000000000001,0000000000000010,0000000000000111,1111111111111111,0,0,0,1,3,0
0000000000000011,0000000000000000,0000000000000001,1111111111111111,0,0,0,2,3,0
1111111111111111,0000000000000101,0000000000000000,0000000000000010,0,0,0,3,3,0
0000000000000110,0000000000000100,1111111111111111,0000000000000010,0,0,0,4,3,0
0000000000000010,0000000000000011,0000000000000011,0000000000000110,0,0,0,5,3,0
1111111111111111,0000000000000111,0000000000000010,1111111111111111,0,0,0,6,3,0
1111111111111111,0000000000000000,0000000000000000,0000000000000111,0,0,0,0,4,0
0000000000000100,0000000000000011,0000000000000110,0000000000000110,0,0,0,1,4,0
0000000000000000,0000000000000001,0000000000000101,0000000000000100,0,0,0,2,4,0
0000000000000010,0000000000000111,0000000000000000,1111111111111111,0,0,0,3,4,0
0000000000000011,0000000000000111,1111111111111111,0000000000000101,0,0,0,4,4,0
0000000000000001,1111111111111111,1111111111111111,0000000000000111,0,0,0,5,4,0
0000000000000010,0000000000000101,1111111111111111,0000000000000100,0,0,0,6,4,0
0000000000000110,0000000000000000,1111111111111111,0000000000000111,0,0,0,0,5,0
0000000000000010,0000000000000100,0000000000000001,1111111111111111,0,0,0,1,5,0
1111111111111111,0000000000000111,0000000000000011,0000000000000011,0,0,0,2,5,0
0000000000000101,0000000000000110,0000000000000110,0000000000000001,0,0,0,3,5,0
0000000000000100,0000000000000011,0000000000000011,0000000000000101,0,0,0,4,5,0
0000000000000101,0000000000000100,0000000000000101,0000000000000110,0,0,0,5,5,0
1111111111111111,0000000000000010,0000000000000010,0000000000000011,0,0,0,6,5,0
0000000000000100,0000000000000110,0000000000000000,0000000000000010,0,0,0,0,6,0
0000000000000101,0000000000000111,0000000000000100,0000000000000010,0,0,0,1,6,0
0000000000000000,0000000000000101,0000000000000010,1111111111111111,0,0,0,2,6,0
0000000000000110,0000000000000000,0000000000000000,0000000000000100,0,0,0,3,6,0
0000000000000000,0000000000000001,0000000000000100,0000000000000110,0,0,0,4,6,0
1111111111111111,0000000000000111,0000000000000111,0000000000000000,0,0,0,5,6,0
0000000000000100,0000000000000011,0000000000000010,0000000000000011,0,0,0,6,6,0
