6
1,11,10,100
110,11,10,110
1010,1010,10,1111111111111111
1,1001,1111111111111111,10
110,1001,111,10
1000,1001,1010,1111111111111111
1111111111111111,1001,1010,1010
1111111111111111,111,1001,11
1010,1010,101,1000
1111111111111111,110,110,111
1010,1,111,111
1001,1010,110,100
100,10,1000,1
1010,1010,1000,100
11,1010,1,111
11,100,11,101
110,100,111,1111111111111111
10,1111111111111111,1111111111111111,111
1,1010,1111111111111111,101
10,10,110,111
11,1001,1010,1
101,10,110,1
1010,1000,101,11
1000,100,110,1111111111111111
1111111111111111,11,1010,1000
1111111111111111,1111111111111111,1010,11
11,111,110,1111111111111111
1001,100,1000,101
1111111111111111,1111111111111111,1001,10
1111111111111111,10,111,1000
1001,1111111111111111,111,11
101,1000,100,111
1010,110,110,1111111111111111
10,100,1,1111111111111111
1111111111111111,110,10,101
1,111,1111111111111111,1111111111111111
