1111111111111111,0000000000000010,0000000000000000,1111111111111111,0,1
1111111111111111,0000000000000011,0000000000000101,0000000000000010,13,1
1111111111111111,0000000000000001,0000000000000101,0000000000000011,18,3
1111111111111111,0000000000000100,0000000000000101,0000000000000001,11,0
1111111111111111,0000000000000011,0000000000000011,0000000000000100,17,1
1111111111111111,0000000000000000,0000000000000100,0000000000000011,19,0
1111111111111111,1111111111111111,0000000000000010,0000000000000001,6,2
0000000000000110,0000000000000011,0000000000000101,1111111111111111,12,2
0000000000000101,0000000000000000,0000000000000101,0000000000000011,35,3
0000000000000101,0000000000000000,0000000000000011,0000000000000000,4,2
0000000000000101,0000000000000001,0000000000000100,0000000000000110,15,2
0000000000000011,0000000000000101,0000000000000101,0000000000000001,45,3
0000000000000100,0000000000000000,0000000000000100,0000000000000101,20,2
0000000000000010,1111111111111111,0000000000000011,0000000000000010,16,1
0000000000000101,0000000000000001,0000000000000010,1111111111111111,48,0
0000000000000101,0000000000000010,0000000000000000,0000000000000001,2,0
0000000000000011,0000000000000001,0000000000000000,0000000000000010,3,0
0000000000000100,0000000000000010,0000000000000110,0000000000000001,1,0
0000000000000101,0000000000000110,0000000000000000,0000000000000010,21,2
0000000000000100,0000000000000011,0000000000000100,0000000000000110,44,2
0000000000000011,1111111111111111,0000000000000000,0000000000000011,42,3
0000000000000010,0000000000000110,0000000000000010,1111111111111111,25,3
0000000000000011,0000000000000110,0000000000000000,0000000000000110,7,2
0000000000000010,0000000000000100,0000000000000001,0000000000000110,23,0
0000000000000110,0000000000000001,0000000000000000,0000000000000100,8,3
0000000000000100,0000000000000110,0000000000000010,0000000000000001,10,2
0000000000000100,0000000000000110,0000000000000000,0000000000000110,30,3
0000000000000101,1111111111111111,0000000000000000,0000000000000110,47,0
0000000000000010,0000000000000001,0000000000000110,1111111111111111,31,2
0000000000000001,0000000000000000,0000000000000001,0000000000000001,24,1
0000000000000001,0000000000000011,0000000000000101,0000000000000110,36,1
0000000000000000,0000000000000101,0000000000000000,0000000000000011,32,3
0000000000000010,0000000000000000,0000000000000100,0000000000000101,37,0
0000000000000100,0000000000000000,0000000000000010,0000000000000110,29,3
0000000000000110,1111111111111111,0000000000000011,0000000000000001,27,3
0000000000000110,0000000000000100,0000000000000000,1111111111111111,46,2
0000000000000001,0000000000000000,0000000000000010,0000000000000100,9,0
0000000000000101,0000000000000001,0000000000000110,0000000000000100,34,1
0000000000000100,0000000000000011,0000000000000010,0000000000000001,43,1
0000000000000100,0000000000000000,0000000000000000,0000000000000011,39,0
0000000000000010,0000000000000101,0000000000000101,0000000000000110,5,3
0000000000000011,1111111111111111,0000000000000011,0000000000000101,40,2
0000000000000100,0000000000000110,1111111111111111,1111111111111111,33,2
0000000000000010,0000000000000100,1111111111111111,0000000000000110,26,3
0000000000000110,0000000000000000,1111111111111111,0000000000000100,38,1
0000000000000010,0000000000000001,1111111111111111,0000000000000001,41,0
0000000000000011,0000000000000010,1111111111111111,0000000000000001,22,2
0000000000000101,0000000000000100,1111111111111111,0000000000000010,28,2
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
