0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000010110,0000000000001011,0000000000001100,0000000000001101,-1,1
0000000000010000,0000000000001001,0000000000001010,0000000000001011,169,1
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000010110,0000000000010010,0000000000010110,0000000000010100,-1,1
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000001100,0000000000010010,0000000000001110,0000000000001100,33,3
0000000000001010,0000000000001101,0000000000000111,0000000000010010,31,2
0000000000010011,0000000000000111,0000000000001001,0000000000001101,22,1
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000111,0000000000010101,0000000000001001,0000000000010010,23,0
0000000000001001,0000000000000110,0000000000010110,0000000000010101,13,1
0000000000001000,0000000000010010,0000000000001001,0000000000000110,5,3
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000010110,0000000000001010,0000000000010100,0000000000000111,69,3
0000000000001001,0000000000000111,0000000000010100,0000000000001010,14,1
0000000000010010,0000000000010010,0000000000001111,0000000000000111,12,3
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000010100,0000000000001101,0000000000000111,0000000000000111,42,2
0000000000001111,0000000000001011,0000000000010010,0000000000001101,15,1
0000000000001011,0000000000001001,0000000000001100,0000000000001011,18,1
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000001100,0000000000001100,0000000000001000,0000000000001110,4,2
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,0
